word,counts
要钱,1
时候,1
泪眼,1
照不出,1
晚餐,1
看到,1
提及,1
希望,1
认识,1
辜负,1
留住,1
挽刀能,1
觉得,1
回应,1
感情,1
认可,1
爸妈,1
时间,1
愿意,1
人生,1
奔赴,1
弦乐,1
转移,1
爱情,1
加油,1
听到,1
看见,1
洒进,1
教室,1
蛋仔,1
叹气,1
干嘛,1
干吗,1
感觉,1
心痛,1
动态,1
会员,1
贬低,1
过错,1
知晓,1
还好,1
大笑,1
能力,1
开心,1
继续,1
不想,1
熬过,1
才能,1
异地,1
喜欢,1
时候,1
陷入,1
期望,1
带来,1
失望,1
知道,1
承认,1
条件,1
觉得,1
思想,1
应该,1
首歌,1
听到,1
破碎,1
我会,1
写出,1
精辟,1
动人,1
时间,1
知道,1
精力,1
朋友,1
希望,1
愿望,1
实现,1
坏人,1
初心,1
记得,1
首歌,1
歌词,1
只能,1
埋藏,1
眼红,1
键盘,1
知道,1
名字,1
知道,1
背影,1
鞋子,1
喜欢,1
告诉,1
感觉,1
心动,1
青春,1
遇见,1
认出,1
背影,1
朋友,1
操场,1
理由,1
没有,1
不让,1
无感,1
吞声,1
木石,1
进行,1
对话,1
还有,1
小时,1
高考,1
女朋友,1
闪闪发光,1
常含,1
泪水,1
跟随,1
潮流,1
听歌,1
折腰,1
不会,1
脚步,1
生活,1
节奏,1
备注,1
连名带姓,1
回到,1
可能,1
时间,1
地点,1
知道,1
分手,1
处境,1
看过,1
电影,1
不会,1
晾着,1
就算,1
直到,1
意义,1
消失,1
没有,1
东西,1
抓不住,1
看到,1
没有,1
喜欢,1
喜欢,1
打篮球,1
有点,1
誓言,1
发过,1
吹散,1
描述,1
喜欢,1
漫长,1
总会,1
肯翻,1
万山,1
时候,1
情绪稳定,1
离开,1
害怕,1
浪费时间,1
压力,1
需要,1
开往,1
地老天荒,1
记录,1
直到,1
生活,1
知道,1
泪沟,1
走出,1
世界,1
难堪,1
自找,1
时候,1
放下,1
出现,1
心事,1
出来,1
问候,1
没有,1
假话,1
真话,1
看不透,1
害怕,1
失去,1
死死,1
握住,1
读心术,1
看不清,1
可惜,1
无缘,1
有缘,1
放手,1
电影,1
小说,1
回响,1
裂痕,1
存在,1
遇到,1
恋爱,1
不会,1
女人,1
男人,1
影子,1
前任,1
心情,1
往事,1
影响,1
喜欢,1
没有,1
破碎,1
手段,1
牛奶,1
打翻,1
哭泣,1
直到,1
意义,1
消失,1
千金,1
无需,1
需待,1
转移,1
爱情,1
没有,1
翻到,1
钉子,1
结婚,1
兄弟,1
眼泪,1
字幕,1
止住,1
梦想,1
反省,1
初恋,1
分手,1
出现,1
世界,1
不会,1
青春,1
致敬,1
难过,1
感觉,1
大家,1
无法,1
新鲜感,1
听到,1
前奏,1
希望,1
认识,1
辜负,1
没有,1
感觉,1
折磨,1
回忆,1
还有,1
时间,1
睡眠,1
直到,1
意义,1
消失,1
梦想,1
反省,1
转移,1
爱情,1
不了,1
算了,1
平平安安,1
希望,1
远离,1
吃饭,1
好友,1
得来,1
表白,1
想起,1
初恋,1
时候,1
喜欢,1
看着,1
希望,1
爱人,1
学会,1
贺电,1
发来,1
内蒙,1
歌词,1
恋爱,1
能力,1
信任,1
文字,1
感受,1
生活,1
身体,1
知道,1
情绪,1
得偿,1
喜乐,1
来到,1
没有,1
父母,1
跟你走,1
眼泪,1
擦干,1
耳朵,1
捂着,1
往前走,1
需要,1
开往,1
地老天荒,1
时间,1
参照物,1
表达,1
态度,1
不会,1
记性差,1
性子,1
晚安,1
放过,1
好像,1
控制,1
保护,1
外卖,1
知道,1
感激,1
爱情,1
流程,1
意义,1
好像,1
喜欢,1
觉得,1
陌生,1
眼神,1
消失,1
爱情,1
不会,1
删除,1
回忆,1
记忆,1
注意,1
歌词,1
需要,1
结婚,1
离婚率,1
陪伴,1
胜过,1
承诺,1
没有,1
头像,1
问问,1
见到,1
打架,1
评论,1
名字,1
过程,1
舍不得,1
离开,1
负面,1
治愈,1
没有,1
没有,1
分开,1
装不下,1
山盟海誓,1
不想,1
痕迹,1
找爱,1
初恋,1
分手,1
有钱,1
好喝,1
浪费,1
不想,1
网易,1
结婚,1
戒色,1
发现,1
首歌,1
好听,1
过有,1
记得,1
理由,1
没有,1
希望,1
月光,1
表白,1
不到,1
时候,1
忍不住,1
唱出,1
生活,1
恋爱,1
全部,1
歌曲,1
发现,1
前任,1
做到,1
转移,1
爱情,1
不会,1
顿饭,1
电影,1
无数场,1
转移,1
爱情,1
不会,1
在乎,1
不会,1
不到,1
交集,1
删除,1
戒指,1
信仰,1
交换,1
谈恋爱,1
意义,1
没有,1
代替,1
月亮,1
不会,1
妥协,1
只能,1
办法,1
花开,1
期待,1
喜欢,1
山海,1
太阳,1
装作,1
等式,1
方程,1
聊到,1
手机,1
发烫,1
手机,1
生理期,1
接受,1
文案,1
难过,1
小猫,1
喜欢,1
会花,1
东西,1
不住,1
转身,1
喜欢,1
可笑,1
捡起,1
觉得,1
扎手,1
记忆,1
全部都是,1
礼貌,1
我会,1
淡去,1
开始,1
享受,1
态度,1
敷衍,1
不了,1
照亮,1
烛火,1
晚餐,1
彩礼,1
私奔,1
败给,1
转移,1
爱情,1
拥抱,1
眼睛,1
背影,1
希望,1
考研,1
见面,1
遇到,1
时候,1
大方,1
知道,1
错付,1
时候,1
遗产,1
伤感,1
有点,1
感想,1
不会,1
鄙弃,1
教养,1
杀掉,1
时间,1
分开,1
小孩,1
开朗,1
角色,1
直到,1
意义,1
消失,1
不会,1
时候,1
没有,1
没有,1
实现,1
分开,1
好像,1
时候,1
距离,1
看清,1
留不住,1
在意,1
心结,1
来解,1
时间,1
转移,1
爱情,1
趋势,1
发展,1
结婚,1
应该,1
好像,1
知道,1
难过,1
说服,1
痕迹,1
喜欢,1
想要,1
我会,1
属于,1
青春,1
不舍,1
早睡,1
心里话,1
不藏,1
权衡利弊,1
放弃,1
学会,1
遇到,1
好像,1
了解,1
视线,1
意思,1
差点,1
看不见,1
地方,1
执着,1
没有,1
事情,1
耗尽,1
眼泪,1
不见,1
万难,1
南山,1
好听,1
出现,1
录取,1
没有,1
困死,1
需要,1
开往,1
地老天荒,1
原地,1
停留,1
错过,1
循环,1
单曲,1
初闻,1
中意,1
不知,1
转移,1
消失,1
不会,1
自虐,1
刻意,1
回忆,1
喜欢,1
听懂,1
歌手,1
还给,1
世界,1
看别,1
打得,1
态度,1
晚餐,1
照亮,1
照不出,1
遇见,1
没有,1
忘记,1
知道,1
上班,1
饿肚子,1
饿肚子,1
没有,1
想象,1
交情,1
学习,1
回来,1
爸妈,1
失望,1
誓言,1
生锈,1
朋友,1
恋人,1
止损,1
学会,1
联系,1
可能,1
朋友,1
高质量,1
恋爱,1
低质量,1
缺爱,1
母猫,1
诱惑,1
抓住,1
男人,1
血型,1
我帅,1
不型,1
开始,1
历史,1
浏览,1
不会,1
开始,1
应该,1
开始,1
应该,1
时间,1
错过,1
觉得,1
都行,1
生活,1
人生,1
破碎,1
缝补,1
情绪,1
末班车,1
怀念,1
出去玩,1
开始,1
不会,1
感受,1
知道,1
敷衍,1
实在,1
小心,1
吓人,1
朋友,1
变得,1
整首,1
意见,1
切歌,1
朋友,1
甘心,1
恋人,1
好了吗,1
不会,1
质量,1
友情,1
不想,1
情侣,1
分手,1
喜欢,1
单数,1
苹果皮,1
恋人,1
绝交,1
分手,1
重圆,1
表面,1
看似,1
可能,1
我会,1
谈话,1
知道,1
黄金,1
花会,1
兄弟,1
电话,1
不行,1
直到,1
女朋友,1
给我发,1
难过,1
觉得,1
退学,1
遇事,1
朋友,1
表白,1
哥们,1
遇见,1
爸妈,1
通宵,1
不够,1
爱情,1
老友,1
没有,1
机会,1
没有,1
偷看,1
情敌,1
希望,1
老朋友,1
朋友,1
变成,1
放弃,1
损友,1
应该,1
重逢,1
没有,1
生活,1
没有,1
告诉,1
跪膝,1
把酒,1
前女友,1
爱情,1
往外,1
尝试,1
语句,1
知道,1
甘心,1
朋友,1
害怕,1
朋友,1
放回,1
朋友,1
可能,1
寒暑假,1
聊着,1
没有,1
没有,1
朋友,1
发现,1
需要,1
条路,1
闺女,1
媳妇,1
缺失,1
枷锁,1
生活,1
无法,1
联系,1
敷衍,1
朋友,1
自卑,1
坦荡,1
人生,1
对待,1
时候,1
懂得,1
表露,1
真情,1
世界,1
苦短,1
留住,1
人生,1
长大,1
没有,1
想象,1
房主,1
旋律,1
可惜,1
没有,1
朋友,1
失去,1
傻子,1
时候,1
好听,1
情侣,1
分手,1
失焦,1
世界,1
拼图,1
世界,1
上有,1
对方,1
知道,1
差劲,1
感情,1
插手,1
觉得,1
通宵,1
眼泪,1
导游,1
证明,1
时间,1
结果,1
想触,1
没有,1
讲讲,1
展开,1
女生,1
喜欢,1
文案,1
发现,1
不会,1
比如,1
生活,1
喜欢,1
回应,1
没有,1
友情,1
吃醋,1
天性,1
错误,1
单方面,1
付出,1
时候,1
感觉,1
人变,1
总会,1
想想,1
想起,1
知道,1
遇见,1
咖啡,1
以待,1
世界,1
可爱,1
首歌,1
变成,1
现场,1
知道,1
坏人,1
知道,1
坏人,1
捡起,1
熟悉,1
降级,1
生活,1
文案,1
缩写,1
名字,1
缩写,1
名字,1
陌生,1
只能,1
熟悉,1
相见,1
旧友,1
新友,1
首歌,1
喜欢,1
流泪,1
失望,1
东西,1
花开,1
离别,1
花落,1
广西,1
小朋友,1
素质,1
方面,1
告诉,1
不会,1
重映,1
电影,1
开心,1
希望,1
消息,1
时候,1
难过,1
做梦,1
鸣人,1
佐助,1
遇到,1
喜欢,1
开玩笑,1
希望,1
视频,1
大家,1
了爱,1
讽刺,1
变成,1
结局,1
半缘,1
回顾,1
花丛,1
粤语歌,1
变成,1
路灯,1
不够,1
碰到,1
可遇,1
毫无,1
掩盖,1
长大,1
依赖,1
骑马,1
风雨,1
结局,1
时候,1
希望,1
爱情,1
泛滥,1
玫瑰,1
避风港,1
觉得,1
没有,1
接受,1
全部,1
不能,1
给予,1
挚友,1
回忆,1
任由,1
碎片,1
回忆,1
任由,1
碎片,1
没有,1
朋友,1
世界,1
适合,1
假装,1
喜欢,1
觉得,1
感觉,1
趴在,1
能力,1
死死,1
认识,1
能够,1
遇见,1
少时,1
希望,1
朋友,1
离开,1
朋友,1
离开,1
没有,1
时候,1
见面,1
怀念,1
青春,1
盛开,1
风格,1
定义,1
是非,1
人心,1
同学,1
损友,1
后会无期,1
天南海北,1
希望,1
万事,1
时候,1
好友,1
复合,1
时候,1
好友,1
复合,1
理解,1
异性,1
时候,1
包括,1
评价,1
东西,1
希望,1
朋友,1
离开,1
灵魂,1
朋友,1
共鸣,1
片言,1
委屈,1
城声,1
小声,1
凑近,1
朋友,1
不想,1
老友,1
爱情,1
际遇,1
解散,1
导游,1
难受,1
情绪,1
失控,1
情绪,1
叛逆,1
抽烟,1
委屈,1
开心,1
咽下,1
不知,1
旧人,1
近况,1
没有,1
想起,1
缘分,1
显示,1
听歌,1
朋友,1
算是,1
合格,1
看见,1
说话,1
承认,1
流泪,1
伴奏,1
贴着,1
朋友,1
旋律,1
看到,1
现场,1
婚礼,1
回来,1
不会,1
失去,1
妈妈,1
时候,1
结局,1
消息,1
希望,1
见到,1
勇气,1
纠正,1
放弃,1
消息,1
希望,1
见到,1
关系,1
空间,1
发现,1
辣妹,1
垫底,1
回头草,1
不吃,1
藏不住,1
眼睛,1
眼泪,1
愿意,1
错过,1
委屈,1
杯酒,1
劝君,1
记忆,1
继续,1
收拾,1
没用,1
深情,1
喜欢,1
回来,1
复合,1
反驳,1
讨厌,1
下雨,1
脏话,1
发飙,1
生活,1
辜负,1
善待,1
时候,1
喘不,1
调侃,1
朋友,1
感情,1
记得,1
日子,1
撑伞,1
拥护,1
见证,1
巅峰,1
轨迹,1
热度,1
讨厌,1
下雨天,1
喜欢,1
动态,1
会员,1
网络,1
删除,1
无趣,1
眼泪,1
流不完,1
青春,1
和解,1
老朋友,1
现状,1
不知,1
敬重,1
命运,1
电影,1
理解,1
看清,1
生活,1
打扰,1
画饼,1
画家,1
专家,1
人群,1
没有,1
感觉,1
异性,1
说话,1
要求,1
生活,1
开始,1
想起,1
朋友,1
没有,1
吵架,1
需要,1
离开,1
不会,1
话题,1
不到,1
磨合,1
新人,1
不想,1
抵不过,1
距离,1
朋友,1
熟悉,1
变成,1
陌生人,1
时候,1
心情,1
知道,1
脾气,1
老朋友,1
火车,1
人生,1
难过,1
时候,1
一盏灯,1
陪伴,1
记忆,1
成为,1
重逢,1
没有,1
破碎,1
受到,1
破碎,1
受到,1
破碎,1
受到,1
生气,1
闺蜜,1
脾气,1
誓言,1
烟草味,1
作废,1
闺蜜,1
嘲讽,1
生气,1
时候,1
还有,1
想着,1
女孩,1
遇到,1
设身处地,1
朋友,1
提起,1
遇见,1
担当,1
应该,1
做人,1
觉得,1
感觉,1
家长,1
恋爱,1
订婚,1
走散,1
听见,1
诅咒,1
圈圈,1
吵架,1
还有,1
冷战,1
女朋友,1
想要,1
情绪稳定,1
出来,1
男朋友,1
爸妈,1
认识,1
动心,1
后悔,1
离开,1
不想,1
誓言,1
相信,1
所有人,1
旧人,1
新人,1
朋友,1
恋人,1
变成,1
誓言,1
相信,1
所有人,1
讨厌,1
下雨天,1
情绪,1
入睡,1
牵住,1
不能,1
选择,1
跟你走,1
静音,1
世界,1
独听,1
网络,1
不能,1
朋友,1
恋人,1
梦幻,1
回响,1
地老天荒,1
没有,1
朋友,1
担心,1
失去,1
期待,1
手机,1
睡醒,1
开心,1
喜欢,1
我会,1
开心,1
我会,1
喜欢,1
难说,1
情绪,1
分开,1
不会,1
知道,1
小乖,1
回响,1
离去,1
语泪,1
旧友,1
抱抱,1
加油,1
船长,1
承受,1
吵架,1
还有,1
冷战,1
没有,1
长亭,1
再见,1
没有,1
可能性,1
没有,1
男朋友,1
城市,1
见面,1
男朋友,1
爱情,1
不会,1
病人,1
穷人,1
信任,1
知道,1
人们,1
开启,1
像是,1
曲调,1
生活,1
放下,1
破坏,1
气氛,1
没有,1
电影,1
开始,1
讨厌,1
等待,1
朋友,1
可惜,1
联络,1
纠结,1
同性,1
朋友,1
知道,1
老朋友,1
脾气,1
恋人,1
朋友,1
结果,1
时候,1
冷落,1
柴米油盐,1
大家,1
奔波,1
希望,1
足够,1
嫁人,1
手机,1
生理期,1
接受,1
相遇,1
意义,1
吵闹,1
世界,1
离开,1
不会,1
顶嘴,1
逃学,1
熬夜,1
顶嘴,1
逃学,1
熬夜,1
顶嘴,1
逃学,1
熬夜,1
能够,1
带给,1
面对,1
出现,1
礼物,1
生命,1
通宵,1
把酒,1
促膝,1
挽回,1
做法,1
距离,1
双向,1
奔赴,1
友情,1
身体,1
双人,1
单人床,1
类型,1
感觉,1
兄弟,1
需要,1
文案,1
难受,1
感觉,1
内耗,1
感觉,1
哀伤,1
没有,1
算了,1
知道,1
万难,1
觉得,1
爱能,1
选择,1
可怜,1
流泪,1
恋爱,1
不止,1
朋友,1
对象,1
看透,1
金钱,1
朋友,1
看到,1
属于,1
难过,1
甘心,1
足以,1
恋人,1
分开,1
感觉,1
不到,1
还好,1
对面,1
中学,1
不到,1
消失,1
海绵,1
可爱,1
不止,1
值得,1
世间,1
月亮,1
失去,1
相敌,1
阶段,1
战友,1
留下,1
毕业,1
小学,1
首歌,1
隔阂,1
没有,1
老师,1
同学,1
打字,1
不会,1
看着,1
我会,1
朋友,1
恋人,1
结束,1
旅行,1
大学,1
不知,1
旧人,1
近况,1
天算,1
利息,1
开心,1
对视,1
小时,1
没有,1
回复,1
舍不得,1
毕业,1
保护,1
轻舟,1
沧海,1
回头,1
人生,1
踏上,1
旅行,1
职校,1
所去,1
不知,1
历史,1
知道,1
朋友,1
不会,1
跟随,1
盲目,1
损友,1
味道,1
看越,1
旧人,1
无情,1
杯酒,1
劝君,1
没有,1
家人,1
恋人,1
没有,1
朋友,1
抱紧,1
就算,1
过剩,1
留给,1
回忆,1
无力,1
抛下,1
前行,1
长河,1
融入,1
回忆,1
刀伤,1
人心,1
铭心,1
没办,1
刻苦,1
回忆,1
叮嘱,1
认识,1
动心,1
后悔,1
红肿,1
眼睛,1
体重,1
人流,1
忘记,1
希望,1
喜欢,1
首歌,1
曲调,1
没有,1
朋友,1
朋友,1
样子,1
工作,1
小孩子,1
在乎,1
东西,1
经历,1
事情,1
时候,1
提醒,1
长路,1
走散,1
担心,1
老友,1
不到,1
看看,1
回头,1
理想,1
成绩,1
中考,1
没有,1
时间,1
忘记,1
没有,1
没友,1
毕业,1
同学,1
可爱,1
食言,1
惩罚,1
再见,1
不会,1
害怕,1
失去,1
还有,1
约定,1
还有,1
约定,1
我会,1
心事,1
死死,1
握住,1
文案,1
知道,1
暗示,1
遇见,1
没有,1
胜过,1
破碎,1
选择,1
失望,1
年少,1
不可,1
贴贴,1
哥哥,1
没有,1
朋友,1
结伴,1
有钱,1
朋友,1
恋人,1
变成,1
恋爱,1
删除,1
无趣,1
大拇指,1
右手,1
相爱,1
回头草,1
不吃,1
眼泪,1
见到,1
时候,1
泛红,1
流过,1
差点,1
没有,1
无法,1
归途,1
选择,1
意义,1
不知,1
旧人,1
现状,1
没有,1
不会,1
拥抱,1
认识,1
喜欢,1
钟情,1
知己,1
情侣,1
气球,1
告白,1
关系,1
不会,1
答应,1
难过,1
踮脚,1
朋友,1
本质,1
价值,1
没有,1
朋友,1
经历,1
朋友,1
爱人,1
大西洋,1
葡萄,1
喝酒,1
开心,1
对视,1
不会,1
错过,1
小时,1
故事,1
想要,1
结束,1
头发,1
了心,1
无缘,1
缘分,1
接手,1
需要,1
时候,1
没有,1
时间,1
忘记,1
有没有,1
喜欢,1
可能,1
属于,1
好像,1
头发,1
了心,1
无缘,1
缘分,1
接手,1
需要,1
时候,1
近况,1
新人,1
不知,1
